id,name,description,enabled,verify_email,remember_me
341,Redhold,"Bypass Jejunum to Sigmoid Colon with Synth Sub, Endo",true,false,false
342,Quo Lux,"Occlusion of Left Lesser Saphenous Vein, Open Approach",false,false,false
343,Home Ing,"Drainage of Abd Subcu/Fascia, Open Approach, Diagn",true,true,false
344,Gembucket,"Fusion Cerv Jt w Intbd Fus Dev, Post Appr P Col, Open",false,true,true
345,Holdlamis,"Transfer Acoustic Nerve to Accessory Nrv, Perc Endo Approach",false,true,true
346,Vagram,"Repair Right Internal Mammary Lymphatic, Perc Approach",false,false,false
347,Prodder,"Inspection of Left Elbow Region, Perc Endo Approach",true,false,false
348,Job,"Reposition Left Foot Artery, Percutaneous Approach",false,true,true
349,Y-find,"Revision of Other Device in L Up Extrem, Extern Approach",false,true,true
350,Cardify,"Revision of Drainage Device in Cranial Cavity, Open Approach",true,false,true
351,Bitwolf,"Occlusion of Right Face Vein, Open Approach",true,true,false
352,Holdlamis,"Dilate L Thyroid Art, Bifurc, w 4 Drug-elut, Perc Endo",true,false,true
353,Voltsillam,"Release Uterus, Via Natural or Artificial Opening Endoscopic",true,true,false
354,Redhold,"Insert of Infusion Dev into Cereb Vent, Perc Endo Approach",false,false,false
355,Redhold,"Drainage of Left Vertebral Vein, Perc Endo Approach, Diagn",false,false,false
356,Solarbreeze,"Supplement L Temporomandib Jt w Autol Sub, Perc Endo",false,true,true
357,Trippledex,"Insertion of Hybrid Ext Fix into R Tibia, Perc Endo Approach",false,true,false
358,Cookley,"Release Left External Carotid Artery, Perc Endo Approach",false,true,false
359,Stim,"Ultrasonography of Left Upper Extremity Veins, Guidance",false,true,true
360,Y-find,"Insertion of Int Fix into L Ankle Jt, Open Approach",true,false,false
361,Cardify,"Insertion of Ext Fix into L Knee Jt, Open Approach",false,false,false
362,Zontrax,"Revision of Drainage Device in Larynx, Via Opening",true,false,false
363,Temp,LDR Brachytherapy of Pituitary Gland using Oth Isotope,false,false,false
364,It,"Dilate R Int Mamm Art w 4 Drug-elut, Perc Endo",true,false,true
365,It,"Restrict L Int Carotid w Bioact Intralum, Perc",true,true,false
366,Latlux,Stereotactic Gamma Beam Radiosurgery of Esophagus,false,true,false
367,Andalax,Muscle Performance Treatment of Integu Low Back/LE,true,false,false
368,Matsoft,"Restrict of L Lacrml Duct with Intralum Dev, Open Approach",false,false,true
369,Andalax,"Chiropractic Manipulation of Lower Extremities, Short Lever",true,true,false
370,Stronghold,"Insertion of Int Fix into R Ethmoid Bone, Perc Approach",false,true,false
371,Wrapsafe,"Removal of Stimulator Lead from Stomach, Open Approach",false,false,false
372,Ventosanzap,"Removal of Nonaut Sub from Vas Deferens, Perc Endo Approach",false,true,false
373,Aerified,"Coord/Dexterity Trmt Musculosk Head, Neck w Oth Equip",false,true,false
374,Biodex,"Excision of Urethra, Percutaneous Endoscopic Approach",true,false,true
375,Holdlamis,"Repair Right Frontal Bone, Open Approach",false,false,false
376,Ventosanzap,"Drainage of R Mandible with Drain Dev, Perc Endo Approach",true,false,false
377,Toughjoyfax,"Insert Intralum Dev in R Subclav Vein, Perc Endo",true,true,true
378,Tempsoft,"Drainage of Right Pelvic Bone, Perc Endo Approach, Diagn",false,true,false
379,Greenlam,"Heart and Great Vessels, Destruction",true,true,true
380,Veribet,"Extirpate matter from L Subclav Art, Bifurc, Perc",false,true,true
381,Zamit,"Removal of Autol Sub from R Metacarpocarp Jt, Perc Approach",true,true,true
382,Daltfresh,"Drainage of Left Parotid Duct, Open Approach, Diagnostic",true,true,true
383,Job,"Supplement Right Radius with Autol Sub, Perc Approach",true,true,true
384,Y-find,"Release Ulnar Nerve, Percutaneous Approach",true,false,true
385,Sonair,"Removal of Ext Fix from R Ulna, Perc Endo Approach",true,true,true
386,Zathin,"Restriction of Right Axillary Lymphatic, Open Approach",true,false,true
387,Biodex,"Supplement Penis with Synth Sub, Perc Endo Approach",false,false,true
388,Konklux,"Drain of L Thorax Muscle with Drain Dev, Perc Endo Approach",true,false,true
389,Prodder,"Excision of Right Lower Femur, Perc Endo Approach, Diagn",false,true,true
390,Opela,"Excision of Mesenteric Lymphatic, Perc Endo Approach, Diagn",false,false,false
391,Hatity,"Repair Left Temporomandibular Joint, Percutaneous Approach",false,true,true
392,Temp,"Remove of Synth Sub from Prostate/Seminal Ves, Open Approach",false,true,false
393,Zaam-Dox,"Muscles, Release",true,true,false
394,Fix San,Plain Radiography of L Low Extrem Lymph using H Osm Contrast,true,false,true
395,Voltsillam,"Inspection of Upper Tendon, Open Approach",false,false,true
396,Span,"Revision of Int Fix in R Metatarsotars Jt, Perc Approach",true,false,true
397,Greenlam,"Insertion of Int Fix into R Knee Jt, Perc Approach",true,false,true
398,Alpha,"Fusion of Lumbosacral Joint, Post Appr P Col, Open Approach",true,false,false
399,Treeflex,"Destruction of Phrenic Nerve, Perc Endo Approach",false,true,false
400,Asoka,"Occlusion of Esophagogastric Junction, Percutaneous Approach",true,true,true
401,Tres-Zap,"Supplement R Ankle Tendon with Autol Sub, Perc Endo Approach",true,false,true
402,Y-Solowarm,"Division of Facial Muscle, Open Approach",false,true,true
403,Zoolab,"Supplement Bi Vas Deferens with Nonaut Sub, Open Approach",false,true,false
404,Daltfresh,"Dilation of Left Internal Jugular Vein, Perc Approach",true,true,true
405,Tres-Zap,"Excision of Left Thorax Tendon, Perc Endo Approach",false,true,true
406,Otcom,"Introduce of Oth Anti-infect into Periph Art, Open Approach",false,true,true
407,Ventosanzap,"Reattachment of Face, Open Approach",false,true,false
408,Fintone,CT Scan of B Tracheobronc Tree using L Osm Contrast,true,true,false
409,Hatity,"Removal of Autol Sub from L Up Extrem, Open Approach",true,false,false
410,Flexidy,"Drainage of Superior Mesenteric Vein, Perc Endo Approach",true,true,true
411,Temp,"Transfer Upper Gingiva, External Approach",false,false,true
412,Asoka,"Insert of Endobronch Valve into R Main Bronc, Perc Approach",false,false,true
413,Otcom,"Insertion of Infusion Dev into L Ankle, Perc Endo Approach",false,false,false
414,It,"Bypass R Com Iliac Vein to Low Vein w Autol Sub, Perc Endo",false,false,false
415,Cookley,"Supplement L Com Carotid with Nonaut Sub, Perc Approach",false,true,false
416,Trippledex,"Occlusion of Innom Art with Intralum Dev, Perc Approach",false,true,true
417,Voltsillam,"Introduction of Liquid Brachy into Up GI, Perc Approach",false,true,true
418,Duobam,CT Scan of Thoracic Spine using H Osm Contrast,false,true,true
419,Bitwolf,"Insert Monopln Ext Fix in L Humeral Shaft, Open",true,false,true
420,Holdlamis,"Removal of Radioact Elem from Retroperitoneum, Open Approach",false,true,false
421,Alphazap,"Replace Esophageal Vein w Autol Sub, Perc Endo",true,true,false
422,Stim,"Respiratory System, Drainage",false,true,false
423,Bamity,"Removal of Autol Sub from Occip Jt, Perc Approach",true,true,true
424,Transcof,"Destruction of Left Metacarpal, Percutaneous Approach",true,false,true
425,Transcof,"Removal of Ext Fix from L Metacarpal, Perc Approach",true,true,false
426,Hatity,"Restrict R Face Vein w Extralum Dev, Perc Endo",false,true,true
427,Stronghold,"Release Thoracolumbar Vertebral Disc, Percutaneous Approach",true,true,false
428,Lotstring,Packing of Left Hand using Packing Material,false,false,true
429,Solarbreeze,Vocation/Commun Treatment using Physical Agent,false,true,false
430,Andalax,"Revise of Drain Dev in Parathyroid Gland, Perc Endo Approach",true,false,false
431,Lotlux,"Repair Right Thumb Phalanx, Percutaneous Approach",true,true,true
432,Y-find,"Restriction of R Renal Vein with Intralum Dev, Open Approach",true,false,true
433,Trippledex,"Insert of Infusion Dev into R Ext Iliac Vein, Open Approach",true,false,false
434,Kanlam,"Dilation of Right Femoral Artery, Bifurcation, Perc Approach",true,false,false
435,Redhold,"Replace of R Ankle Tendon with Autol Sub, Perc Endo Approach",false,true,false
436,Bitchip,"Revision of Synthetic Substitute in Urethra, Open Approach",false,true,true
437,Opela,"Bypass L Atrium to L Pulm Art with Zooplastic, Open Approach",true,false,false
438,Cardify,"Replacement of Finger Nail with Autol Sub, Extern Approach",true,true,true
439,Y-Solowarm,"Reposition Right Hip Joint with Int Fix, Open Approach",true,false,false
440,Overhold,"Supplement Ascending Colon with Synth Sub, Via Opening",false,false,false
441,Sonsing,"Replacement of Sacrum with Nonaut Sub, Open Approach",true,false,false
442,Namfix,"Reattachment of Head Muscle, Perc Endo Approach",false,true,true
443,Konklux,"Supplement T-lum Jt with Autol Sub, Open Approach",true,false,false
444,Asoka,"Revision of Synth Sub in Occip Jt, Perc Endo Approach",false,false,false
445,Voyatouch,"Bypass Mid Esophag to Jejunum with Synth Sub, Open Approach",true,false,true
446,Fixflex,"Drainage of Left Lower Leg Tendon, Percutaneous Approach",true,true,true
447,Tin,"Insertion of Ext Fix into L Acetabulum, Perc Endo Approach",true,true,true
448,Fixflex,"Revision of Extraluminal Device in Ureter, External Approach",true,false,false
449,Opela,"Revise Nonaut Sub in L Finger Phalanx Jt, Perc Endo",true,false,false
450,Cookley,"Revision of Zooplastic in Mitral Valve, Perc Endo Approach",true,true,false
451,Tin,"Excision of Right Lung, Open Approach",true,false,true
452,Veribet,"Repair Respiratory System in POC with Oth Dev, Open Approach",false,false,false
453,Y-find,"Repair Thoracolumbar Vertebral Joint, External Approach",true,false,false
454,Biodex,"Drainage of Left Sclera, External Approach",true,false,true
455,Tresom,Fluoroscopy of Bladder and Urethra,true,false,true
456,Tin,"Dilation of R Int Mamm Art with 4 Drug-elut, Open Approach",false,false,false
457,Aerified,"Fusion Lumsac Jt w Intbd Fus Dev, Post Appr A Col, Open",false,false,true
458,Daltfresh,"Drainage of Chest Subcu/Fascia, Perc Approach",true,false,false
459,Regrant,"Excision of Left Tympanic Membrane, Endo",false,true,true
460,Alpha,"Drainage of Left Hand Bursa and Ligament, Perc Approach",true,true,false
461,Tempsoft,"Removal of Synth Sub from R Wrist Jt, Open Approach",true,false,false
462,Otcom,"Destruction of Left Axillary Vein, Percutaneous Approach",true,false,false
463,Tres-Zap,"Dilation of R Colic Art with 2 Intralum Dev, Open Approach",false,false,true
464,Cardify,"Drainage of Thalamus with Drainage Device, Perc Approach",true,false,true
465,Hatity,LDR Brachytherapy of Abd Lymph using Oth Isotope,true,true,true
466,Domainer,"Supplement Bladder Neck with Autol Sub, Open Approach",false,true,false
467,Voyatouch,"Excision of Male Perineum, Percutaneous Endoscopic Approach",true,true,true
468,Domainer,"Removal of Nonaut Sub from Prostate/Seminal Ves, Via Opening",true,true,true
469,Bytecard,Speech/Word Recognition Assessment using AV Equipment,false,true,false
470,Otcom,"Restrict of R Thyroid Art with Extralum Dev, Perc Approach",true,true,true
471,Fix San,"Excision of Left Breast, Open Approach, Diagnostic",false,false,true
472,Solarbreeze,"Destruction of Right Wrist Joint, Perc Endo Approach",true,true,false
473,Rank,"Drainage of Larynx, Endo",false,false,false
474,Tampflex,"Insert Intralum Dev in Sup Mesent Art, Perc Endo",true,true,true
475,Voltsillam,"Removal of Drain Dev from L Extraoc Muscle, Perc Approach",true,false,true
476,Greenlam,"Bypass Bi Ureter to Colocutan with Autol Sub, Open Approach",false,false,false
477,Bigtax,"Extirpate of Matter from L Int Mamm Art, Perc Endo Approach",true,false,true
478,Bigtax,"Revision of Radioact Elem in Mediastinum, Extern Approach",true,true,true
479,Regrant,"Transfer Left Thorax Tendon, Perc Endo Approach",true,true,false
480,Temp,"Drainage of Right Toe Phalanx, Perc Endo Approach, Diagn",true,false,true
481,Sonsing,"Dilate R Int Iliac Art w Drug-elut Intra, Open",true,false,false
482,Span,"Transfer Left Knee Tendon, Percutaneous Endoscopic Approach",false,true,false
483,Stronghold,"Drainage of Tongue with Drainage Device, Open Approach",true,true,false
484,Viva,"Reposition Right Orbit with Int Fix, Perc Endo Approach",true,true,true
485,Y-Solowarm,HDR Brachytherapy of Neck Lymph using Oth Isotope,false,true,true
486,Fixflex,"Release Right Upper Extremity Lymphatic, Perc Approach",true,true,true
487,Lotlux,"Revision of Neurostimulator Lead in Brain, External Approach",true,false,true
488,Kanlam,"Excision of Nasopharynx, Endo, Diagn",false,false,true
489,Cardguard,"Replace of R Temporomandib Jt with Synth Sub, Open Approach",false,false,true
490,Stringtough,"Replacement of Pulmonary Trunk with Synth Sub, Open Approach",false,true,false
491,Daltfresh,"Bypass Cecum to Rectum with Nonaut Sub, Endo",true,true,true
492,Prodder,CT Scan of Thoracic Aorta using L Osm Contrast,false,false,true
493,Ventosanzap,"Supplement Left Wrist Joint with Nonaut Sub, Open Approach",true,true,true
494,Stronghold,"Revision of Drainage Device in Upper Tendon, Open Approach",false,false,false
495,Transcof,Computerized Tomography (CT Scan) of Bladder,true,false,false
496,Opela,"Bypass Right Axillary Artery to R Low Leg Art, Open Approach",true,true,true
497,Zaam-Dox,"Revision of Drainage Device in L Shoulder Jt, Open Approach",true,true,true
498,Alpha,"Excision of Left Seminal Vesicle, Open Approach, Diagnostic",false,false,false
499,Sub-Ex,"Bypass Jejunum to Jejunum with Nonaut Sub, Endo",false,false,true
500,Fix San,"Repair Paraganglion Extremity, Percutaneous Approach",true,true,false
501,Regrant,"Excision of Bilateral Adrenal Glands, Percutaneous Approach",true,false,true
502,Fixflex,"Supplement Sacrococcygeal Jt w Autol Sub, Perc Endo",true,true,false
503,Redhold,Plain Radiography of Vagina using Low Osmolar Contrast,false,true,true
504,Trippledex,"Dilate L Int Iliac Art, Bifurc, w 3 Intralum Dev, Perc",true,false,false
505,Regrant,"Bypass R Ext Jugular Vein to Up Vein w Synth Sub, Open",false,true,true
506,Overhold,"Fusion L Temporomandib Jt w Synth Sub, Perc Endo",false,true,false
507,Home Ing,"Revise of Autol Sub in Epididymis/Sperm Cord, Open Approach",false,true,false
508,Duobam,"Resection of Vagina, Via Natural or Artificial Opening",false,true,false
509,Temp,"Resection of Left Rib, Open Approach",true,false,false
510,Zaam-Dox,"Revision of Ext Heart Assist in Heart, Perc Endo Approach",false,true,true
511,Subin,"Destruction of Left Anterior Tibial Artery, Open Approach",false,false,true
512,Fintone,"Alteration of Lower Back with Synth Sub, Perc Approach",true,true,true
513,Vagram,"Bypass R Ext Iliac Art to R Ext Ilia w Synth Sub, Perc Endo",true,false,true
514,Zoolab,"Bypass Upper Esophagus to Jejunum, Open Approach",false,true,true
515,Stronghold,"Dilation of Inf Mesent Art, Bifurc, Perc Approach",false,false,true
516,Treeflex,"Ventil, Resp/Circ Assessment of Circ Body",true,true,true
517,Pannier,"Removal of Synth Sub from L Knee Jt, Femoral, Open Approach",true,true,false
518,Transcof,"Extirpation of Matter from Uterus, Perc Endo Approach",true,true,false
519,Ronstring,"Excision of Left External Iliac Artery, Open Approach",false,true,true
520,Holdlamis,"Drainage of Sacrococcygeal Jt with Drain Dev, Perc Approach",false,true,true
521,Konklux,"Drainage of Right Wrist Region, Perc Endo Approach",false,true,true
522,Solarbreeze,"Revision of Nonaut Sub in R Auditory Ossicle, Endo",false,true,true
523,Daltfresh,"Bypass Duodenum to Cutaneous with Nonaut Sub, Open Approach",true,false,false
524,Overhold,"Introduce of Electrol/Water Bal into Low GI, Perc Approach",false,true,true
525,Cookley,Plain Radiography of Left Upper Arm,false,true,false
526,Lotlux,"Excision of Right Superior Parathyroid Gland, Open Approach",false,false,false
527,Treeflex,Beam Radiation of Mouth using Photons >10 MeV,false,true,true
528,Biodex,"Repair Right Diaphragm, Open Approach",true,true,false
529,Namfix,"Excision of Right Metatarsal, Open Approach, Diagnostic",false,false,true
530,Daltfresh,"Insertion of Infusion Dev into L Innom Vein, Open Approach",false,false,false
531,Mat Lam Tam,"Extirpation of Matter from Hymen, Percutaneous Approach",true,true,true
532,Overhold,"Excision of R Int Mamm Art, Open Approach, Diagn",false,false,true
533,Matsoft,"Revision of Drain Dev in Retroperitoneum, Perc Approach",true,false,false
534,Cardify,"Drainage of Right Tarsal Joint, Perc Endo Approach, Diagn",true,true,false
535,Stronghold,"Bypass Intracran Art to Intracran Art w Autol Vn, Open",true,true,true
536,Hatity,"Repair Thyroid Gland Isthmus, Perc Endo Approach",false,true,false
537,Toughjoyfax,"Dilation of L Ant Tib Art with Intralum Dev, Open Approach",false,true,false
538,Prodder,"Restrict L Thyroid Art w Extralum Dev, Perc Endo",false,false,false
539,Bamity,"Repair Left 4th Toe, Open Approach",true,false,false
540,Zamit,"Change Drainage Device in Upper Joint, External Approach",true,true,false
541,Tres-Zap,"Fusion of Left Elbow Joint with Ext Fix, Perc Approach",true,true,true
542,Cardguard,"Restriction of L Post Tib Art, Perc Endo Approach",false,true,true
543,Rank,"Occlusion of Left Vertebral Vein, Perc Endo Approach",true,false,true
544,Cardify,"Insertion of Infusion Dev into R Low Extrem, Open Approach",true,false,false
545,Keylex,"Removal of Ext Fix from R Finger Phalanx Jt, Perc Approach",true,false,false
546,Home Ing,"Drainage of Stomach, Pylorus, Via Opening",false,false,false
547,Cardify,"Detachment at Left Upper Leg, Mid, Open Approach",false,true,true
548,Zathin,"Bypass 1 Cor Art from Cor Art with Synth Sub, Open Approach",false,false,true
549,Latlux,"Release Dura Mater, Percutaneous Endoscopic Approach",false,false,true
550,Trippledex,"Drainage of Left Toe Phalangeal Joint, Perc Endo Approach",false,false,true
551,Bytecard,"Occlusion of Sup Vena Cava with Intralum Dev, Open Approach",true,false,true
552,Hatity,"Dilate L Colic Art, Bifurc, w 2 Drug-elut, Perc Endo",false,false,false
553,Bigtax,Plain Radiography of Sing Cor A Graft using L Osm Contrast,true,false,true
554,Tin,"Supplement Left Large Intestine with Autol Sub, Via Opening",true,true,true
555,Cardguard,"Insert of Infusion Dev into L Femoral Region, Perc Approach",true,true,true
556,Daltfresh,"Insertion of Int Fix into Nasal Bone, Open Approach",true,false,false
557,Zontrax,"Release Right Trunk Bursa and Ligament, Perc Endo Approach",false,false,true
558,Tempsoft,"Supplement Sup Mesent Art w Nonaut Sub, Perc Endo",true,true,true
559,Rank,"Transplantation of Mouth and Throat into POC, Perc Approach",false,true,true
560,Kanlam,"Revision of Autol Sub in Ureter, Via Opening",true,false,false
561,Veribet,"Alteration of L Up Leg Subcu/Fascia, Open Approach",false,true,true
562,Ventosanzap,"Introduce Electrol/Water Bal in Male Reprod, Via Opening",true,false,false
563,Toughjoyfax,"Removal of Nonautologous Tissue Substitute from Penis, Endo",true,false,false
564,Sub-Ex,"Revision of Intralum Dev in Up Art, Perc Endo Approach",false,true,true
565,Tres-Zap,"Insertion of Infusion Device into R Pulm Vein, Perc Approach",false,true,false
566,Cardguard,"Removal of Intraluminal Device from Tracheobronc Tree, Endo",true,true,false
567,Namfix,"Bypass 4+ Cor Art from R Int Mammary, Open Approach",false,false,false
568,Voyatouch,"Excision of Bladder, Via Natural or Artificial Opening",false,false,false
569,Treeflex,"Bypass Periton Cav to Low Vein with Synth Sub, Open Approach",true,true,true
570,Ronstring,"Bypass L Popl Art to Peron Art with Synth Sub, Open Approach",true,true,false
571,Sonair,"Replacement of Right Cornea with Nonaut Sub, Extern Approach",true,false,false
572,Y-find,Fluoroscopy of Pelvis using High Osmolar Contrast,false,true,false
573,Stronghold,"Removal of Extralum Dev from Pancreat Duct, Via Opening",false,true,false
574,Tres-Zap,Plain Radiography of Thoracic Disc(s),true,false,true
575,Asoka,"Revision of Nonaut Sub in R Acetabulum, Extern Approach",false,false,true
576,Tin,"Repair L Hand Subcu/Fascia, Perc Approach",true,true,true
577,It,"Drainage of Left Pleura with Drainage Device, Perc Approach",true,false,false
578,Viva,"Remove Synth Sub from Head & Neck Subcu/Fascia, Open",true,false,true
579,It,"Removal of Int Fix from L Clavicle, Perc Endo Approach",false,false,true
580,Duobam,"Occlusion L Ext Jugular Vein w Intralum Dev, Perc",false,false,true
581,Tin,"Revision of Nonaut Sub in L Finger Phalanx, Extern Approach",true,true,true
582,Home Ing,"Dilation of L Com Iliac Art, Bifurc, Perc Endo Approach",false,true,false
583,Hatity,"Remove of Spacer from R Metacarpocarp Jt, Perc Endo Approach",false,false,true
584,Zamit,"Resection of Left Upper Arm Tendon, Perc Endo Approach",true,false,false
585,Ronstring,"Supplement Left Axilla with Autol Sub, Open Approach",true,false,false
586,Y-Solowarm,"Extirpate of Matter from R Ext Iliac Art, Perc Endo Approach",true,true,false
587,Kanlam,"Fusion of Coccygeal Joint, Open Approach",true,false,true
588,Greenlam,"Division of Right Thorax Tendon, Perc Endo Approach",false,false,false
589,Keylex,"Supplement L Vas Deferens with Synth Sub, Perc Endo Approach",true,false,true
590,Vagram,"Insertion of Infusion Device into L Knee, Perc Approach",true,true,false
591,Y-Solowarm,"Dilate L Subclav Art, Bifurc, w Drug-elut Intra, Perc Endo",false,true,true
592,Zathin,"Revision of Nonaut Sub in R Finger Phalanx, Perc Approach",false,true,false
593,Konklux,"Supplement Lower Lip with Autol Sub, Open Approach",true,false,false
594,Cardguard,"Excision of Left External Jugular Vein, Open Approach",true,false,true
595,Zoolab,"Replacement of Right Vocal Cord with Synth Sub, Via Opening",true,true,false
596,Gembucket,"Bypass L Subclav Art to L Up Leg Art w Synth Sub, Open",false,true,true
597,Cookley,Removal of Traction Apparatus on Left Upper Arm,false,false,true
598,Bitwolf,"Destruction of Left Lung, Via Natural or Artificial Opening",false,false,true
599,Konklux,"Reposition Lumbar Nerve, Percutaneous Approach",false,true,true
600,Duobam,"Repair Left Axillary Artery, Percutaneous Approach",false,true,false
601,Subin,"Dilation of L Hand Art with 3 Intralum Dev, Open Approach",true,true,true
602,Regrant,"Excision of Left Hip Tendon, Open Approach, Diagnostic",false,false,true
603,Tempsoft,"Excision of Left Lower Lobe Bronchus, Open Approach, Diagn",false,false,false
604,Zaam-Dox,"Revision of Nonaut Sub in L Tibia, Perc Endo Approach",false,true,true
605,Quo Lux,"Excision of Right Foot Muscle, Open Approach, Diagnostic",true,true,true
606,Gembucket,"Excision of Left Upper Extremity, Percutaneous Approach",false,true,true
607,Holdlamis,"Drainage of Male Perineum, Percutaneous Approach",false,false,true
608,Tresom,"Reposition Right Colic Artery, Perc Endo Approach",true,false,true
609,Aerified,"Supplement R Shoulder Jt with Synth Sub, Perc Approach",true,true,true
610,Redhold,"Resection of Right Vocal Cord, Open Approach",false,false,false
611,Konklab,"Revision of Int Fix in R Metatarsotars Jt, Extern Approach",true,true,true
612,Otcom,"Supplement Bi Inguinal Region with Autol Sub, Open Approach",false,false,true
613,It,"Coordination/Dexterity Treatment of Neuro Head, Neck",false,true,false
614,Lotstring,"Replacement of R Conjunctiva with Synth Sub, Extern Approach",true,true,true
615,Kanlam,"Bypass L Atrium to Pulm Trunk with Nonaut Sub, Open Approach",false,true,false
616,Namfix,"Removal of Drainage Device from Periph Nrv, Open Approach",false,false,true
617,Bigtax,"Fluoroscopy Splenic Art w L Osm Contrast, Laser Intraop",false,false,false
618,Flexidy,"Supplement R Foot Subcu/Fascia w Autol Sub, Perc",false,true,false
619,Tempsoft,"Mouth and Throat, Repair",true,true,true
620,Span,"Remove of Nonaut Sub from R Finger Phalanx Jt, Perc Approach",true,true,false
621,Matsoft,"Reposition Upper Tooth, All, External Approach",true,false,true
622,Kanlam,"Removal of Feeding Dev from Low Intest Tract, Open Approach",false,false,true
623,Veribet,"Extraction of Nasal Septum, Percutaneous Approach",false,true,true
624,Ventosanzap,"Replace of L Lacrimal Bone with Nonaut Sub, Perc Approach",true,true,false
625,Mat Lam Tam,"Fusion of Thor Jt, Post Appr P Col, Open Approach",true,false,true
626,Bitwolf,"Extraction of Right Elbow Bursa and Ligament, Perc Approach",false,true,true
627,Flowdesk,"Removal of Monitoring Device from Lower Vein, Perc Approach",true,true,false
628,Biodex,"Drainage of Right Upper Femur, Open Approach, Diagnostic",true,false,true
629,Subin,"Excision of Right Ankle Region, Percutaneous Approach",false,false,false
630,Daltfresh,"Repair Left Wrist Region, External Approach",true,false,true
631,Fintone,"Drainage of Scalp Subcu/Fascia, Perc Approach",false,false,false
632,Tin,"Supplement Aortic Valve with Zooplastic, Perc Approach",true,false,false
633,Span,"Resection of R Inf Parathyroid, Perc Endo Approach",false,false,false
634,Bitchip,"Revision of Infusion Dev in R Sacroiliac Jt, Perc Approach",true,true,true
635,Fix San,"Supplement Right Orbit with Nonaut Sub, Perc Endo Approach",true,false,true
636,Bytecard,"Excision of Lower Esophagus, Perc Endo Approach",false,true,true
637,Zamit,"Excision of Right Neck Muscle, Percutaneous Approach",false,false,true
638,Duobam,"Revision of Synthetic Substitute in L Ulna, Extern Approach",false,true,false
639,Veribet,"Replace R Hip Jt, Acetab w Polyeth, Uncement, Open",false,true,true
640,Redhold,"Introduce of Oth Therap Subst into Periph Art, Open Approach",false,false,false
641,Alphazap,"Extirpation of Matter from Left Upper Lung Lobe, Via Opening",true,false,false
642,Span,"Drainage of Ileum with Drainage Device, Via Opening",false,false,false
643,Bytecard,Fluoroscopy of Right Ribs,false,true,false
644,Stim,"Bypass 3 Cor Art from L Int Mammary, Open Approach",true,false,false
645,Zoolab,"Pharmacotherapy for Substance Abuse, Methadone Maint",false,true,false
646,Viva,"Supplement Thor Vertebra with Nonaut Sub, Perc Endo Approach",true,true,false
647,Trippledex,"Bypass Splenic Art to R Renal A with Autol Vn, Open Approach",true,true,true
648,Alpha,"Removal of Int Fix from R Glenoid Cav, Perc Approach",false,false,true
649,Konklux,"Dilation of Left Common Iliac Artery, Percutaneous Approach",true,true,true
650,Rank,"Revision of Tissue Expander in Right Breast, Via Opening",false,true,true
651,Flexidy,"Fusion of Right Hip Joint with Ext Fix, Perc Endo Approach",true,false,false
652,Opela,"Replace of L Parietal Bone with Nonaut Sub, Open Approach",true,true,false
653,Cardify,"Revision of Drainage Device in Pleura, Endo",false,false,false
654,Transcof,"Drainage of Left Foot Bursa and Ligament, Perc Endo Approach",true,false,true
655,Vagram,Instru Swal/Oral Funct Assessment using Swallow Equipment,true,false,false
656,Aerified,"Excision of Right Subclavian Vein, Open Approach",false,false,false
657,Konklux,"Destruction of Lesser Omentum, Open Approach",true,true,false
658,Sub-Ex,"Drainage of Great Omentum with Drain Dev, Perc Endo Approach",true,false,false
659,Ronstring,"Destruction of Right Internal Jugular Vein, Perc Approach",true,true,true
660,Ventosanzap,"Revision of Autol Sub in R Up Femur, Open Approach",false,true,false
661,Treeflex,"Bypass R Less Saphenous to Low Vein w Autol Art, Open",true,true,true
662,Bitwolf,Integumentary Integrity Assessment of Neuro Low Back/LE,false,true,false
663,Gembucket,"Bypass Right Femoral Artery to R Femor A, Perc Endo Approach",false,false,false
664,Gembucket,"Bypass R Popl Art to Foot Art w Autol Vn, Perc Endo",true,true,true
665,Ventosanzap,"Replacement of Left Patella with Synth Sub, Open Approach",false,true,true
666,Stringtough,"Reposition Right Shoulder Joint, Open Approach",false,true,true
667,Tin,"Drainage of Nose with Drainage Device, External Approach",false,false,true
668,Overhold,"Monitoring of Venous Flow, Peripheral, Percutaneous Approach",true,true,true
669,Voyatouch,Stereotactic Other Photon Radiosurgery of Abdomen,true,true,false
670,Subin,"Bypass Intracran Vein to Up Vein w Nonaut Sub, Open",true,true,true
671,Toughjoyfax,"Repair Stomach, Pylorus, Endo",false,false,false
672,Stim,"Removal of Synthetic Substitute from Brain, Perc Approach",false,true,true
673,Gembucket,"Fusion of 2-6 C Jt, Post Appr P Col, Open Approach",true,false,false
674,Ronstring,"Excision of Right Sphenoid Bone, Percutaneous Approach",false,true,false
675,Flexidy,"Insertion of Infusion Device into L Pulm Vein, Perc Approach",false,true,true
676,Lotlux,"Removal of Autol Sub from Scrotum & Tunica, Via Opening",true,false,true
677,Mat Lam Tam,"Transfuse of Embr Stem Cell into Central Vein, Perc Approach",true,true,true
678,Prodder,"Dilation of Face Art with 3 Intralum Dev, Perc Endo Approach",true,false,false
679,Stringtough,Contact Radiation of Uterus,true,false,true
680,Bytecard,"Revision of Intraluminal Device in Left Eye, Open Approach",false,true,false
681,Otcom,"Resection of Bilateral Spermatic Cords, Open Approach",true,true,true
